Sr No,Product Name,,BoM,Material,Surface Finish,Surface Area(mm2),Thickness(mm),Unit Weight(kg),Total Weight(kg),UoM,Quantity
407,UL08-00-10-002,TOP COVER,UL08-07-10-000SA] VACUUM BOX,AISI 1020,BLUE POWDER COAT,142483.84,2,1.11,2.22,Unit,2
408,UL08-07-00-003,PIPE CONNECTOR PLATE,UL08-08-00-000MA] MAIN ASSEMBLY OF UL,AISI 1020,BLUE POWDER COAT,6808.43,2,0.048,0.1,Unit,2
409,PD01-01-00-030,AXIS HOLDING CLAMP 1,UL08-08-00-000MA] MAIN ASSEMBLY OF UL,AISI 1020,RED POWDER COAT,45575.67,2,0.35,0.7,Unit,2
410,ST03-10-01-007,PSR TOP GUIDE MOUNTING PLATE,ST03-10-01-000SA] PSR STRUCTURE ASSEMBLY,AISI 1020,BLACK POWDER COATING,47971.25,2,0.36,5.76,Unit,16
411,ST03-10-01-010,PSR BOTTOM DOCK MTG PLATE,ST03-10-01-000SA] PSR STRUCTURE ASSEMBLY,AISI 1020,BLACK POWDER COATING,73873.96,2,0.56,8.96,Unit,16
412,DD01-04-62-006_R1,CONNECTOR MTG PLATE - 1,DD01-04-62-000SA_R2] PF TRAY PANEL BOX,AISI 1020,BLUE POWDER COAT,11610.3,2,0.08,0.16,Unit,2
413,DD01-04-62-007_R1,CONNECTOR MTG PLATE - 2,DD01-04-62-000SA_R2] PF TRAY PANEL BOX,AISI 1020,BLUE POWDER COAT,11298.6,2,0.08,0.16,Unit,2
414,DD01-04-46-104_R1,Cover Holding Clamp,DD01-04-46-000SA_R5] 50X50 MID PF TRAY,AISI 1020,BLUE POWDER COAT,2651.95,2,0.02,0.08,Unit,4
415,DD01-04-46-107_R2,REJECTION GUTTER SUPPORT,DD01-04-46-000SA_R5] 50X50 MID PF TRAY,AISI 1020,BLUE POWDER COAT,21646.72,2,0.16,0.32,Unit,2
416,DD01-04-58-014,CONNECTOR MTG PLATE,DD01-04-46-000SA_R5] 50X50 MID PF TRAY,AISI 1020,ZINC COATING,16031.25,2,0.12,0.24,Unit,2
417,DD01-04-40-008_R2,RACK MOUNTING PLATE,DD01-04-40-000SA_R6] GANTRY PF TRAY,AISI 1020,BLUE POWDER COAT,11826.4,2,0.08,0.32,Unit,4
418,DD01-04-40-014,POWER CNCTR MTG PLATE 2,DD01-04-40-000SA_R6] GANTRY PF TRAY,AISI 1020,BLUE POWDER COAT,7721.31,2,0.05,0.1,Unit,2
419,DD01-04-40-015,POWER CNCTR MTG PLATE 1,DD01-04-40-000SA_R6] GANTRY PF TRAY,AISI 1020,BLUE POWDER COAT,7721.31,2,0.05,0.1,Unit,2
420,DD01-04-54-009_R3,CORNER FIXING CLAMP-1,DD01-04-54-000SA_R3] BOTTOM PF TRAY- MIDDLE TRAY,AISI 1020,BLUE POWDER COAT,4067.49,2,27.5,110,Unit,4
421,DD01-04-54-010,SENSING CLAMP-1,DD01-04-54-000SA_R3] BOTTOM PF TRAY- MIDDLE TRAY,AISI 1020,BLUE POWDER COAT,740.73,2,3.9,62.4,Unit,16
422,DD01-04-54-011_R3,CORNER FIXING CLAMP-2,DD01-04-54-000SA_R3] BOTTOM PF TRAY- MIDDLE TRAY,AISI 1020,BLUE POWDER COAT,4067.49,2,27.5,110,Unit,4
423,DD01-00-46-045,POWER CONNECTOR MTG PLATE,DD01-04-48-000SA_R5] BOTTOM PF TRAY,AISI 1020,Blue Powder Coating,2058.22,2,0.01,0.08,Unit,8
424,DD01-04-48-018,SENSING STRIP-1,DD01-04-48-000SA_R5] BOTTOM PF TRAY,AISI 1020,BLUE POWDER COAT,2277.98,2,0.01,0.04,Unit,4
425,DD01-04-48-019_R2,SENSING STRIP-2,DD01-04-48-000SA_R5] BOTTOM PF TRAY,AISI 1020,BLUE POWDER COAT,2240.28,2,0.01,0.04,Unit,4
426,DD01-04-48-039,CABLE TIE HOLDER PLATE,DD01-04-48-000SA_R5] BOTTOM PF TRAY,AISI 1020,BLUE POWDER COAT,3057.64,2,0.02,0.08,Unit,4
427,DD01-03-59-021,RESET SWITCH MTG PLATE,DD01-04-59-000SA_R5] FRONT PANEL COVER,AISI 1020,IVORY POWDER COAT,2091.87,2,0.01,0.02,Unit,2
428,DD01-03-64-007,SPACER FOR PSU MTG,DD01-04-64-000SA] CPU,AISI 1020,ZINC COATING,26617.69,2,0.2,0.4,Unit,2
429,DD01-04-50-020_R3,FRONT COVER SUPPORT CLAMP 1,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,0,2,0,0,Unit,4
430,DD01-04-50-023_R2,DOOR MAGNET CLAMP,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,11206.54,2,0.08,0.32,Unit,4
431,DD01-04-50-057,SMALL HOPPER SUPPORT CLAMP,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,6440.41,2,0.05,0.2,Unit,4
432,DD01-04-50-063,CABLE TIE HOLDER MTG CLAMP - 4,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,10785.11,2,0.08,0.16,Unit,2
433,DD01-04-50-064,CABLE TIE HOLDER MTG CLAMP - 5,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,7669.59,2,0.06,0.12,Unit,2
434,DD01-04-50-076_R1,CONNECTOR MTG PLATE - 2,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,12280.12,2,0.09,0.18,Unit,2
435,DD01-04-50-097_R1,DUMMY EHERNET PORT CLAMP,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,25897.5,2,0.19,0.38,Unit,2
436,DD01-04-50-113,CTH MTG CLAMP - 5(R),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,7669.59,2,0.06,0.12,Unit,2
437,DD01-04-50-120,CTH CLAMP FOR CPU WIRE,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,5363.18,2,0.04,0.08,Unit,2
438,DD01-04-50-152_R1,DOOR EM LOCK WIRE ROUTING PLATE 2,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,13381,2,0.1,0.4,Unit,4
439,DD01-04-50-181_R1,WIRE TIE MTG PLATE,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,27646.84,2,0.21,0.42,Unit,2
440,DD01-04-50-191,REAR HARNESS MTG CLAMP,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,18528.48,2,0.14,0.28,Unit,2
441,DD01-04-50-187,WIRE TIE MTG STIFFNER 1,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,1817.78,2,0.01,0.12,Unit,12
442,SC09-01-05-003,CAR DOCK SPACER-1,"SC09-03-05-000SA_R3] DOCK CHARGING LEFT, SC09-03-06-000SA_R3] DOCK CHARGING RIGHT",BRASS,STANDARD,1056.47,2,0.01,0.4,Unit,40
443,SC09-01-05-004,CAR DOCK SPACER-2,"SC09-03-05-000SA_R3] DOCK CHARGING LEFT, SC09-03-06-000SA_R3] DOCK CHARGING RIGHT",BRASS,STANDARD,1016.76,2,0.01,0.4,Unit,40
444,SC09-03-53-007,BATTERY PACK SPACER-2,SC09-03-53-000SA] REVISED BATTERY MODULE,AISI 1020,POWDER COAT,2057.5,2,0.01,1.6,Unit,160
445,SC09-03-54-015_R1,CAR PCB PLATE,SC09-03-54-000SA_R6] DOSECAR JUNTION BOX,AISI 1020,BLACK POWDER COAT,84990.79,2,0.6,12,Unit,20
446,CS04-24-015SM,CSR BASE PLATE,CS04-24-000SA] CSR V4 BASE PLATE,AISI 1020,POWDER COATING,1245557,2,10.9,43.6,Unit,4
447,CS04-24-002SM,BASE PLATE STIFFNER-1,CS04-24-000SA] CSR V4 BASE PLATE,AISI 1020,POWDER COATING,153474.4,2,1.18,4.72,Unit,4
448,CS04-24-003SM,BASE PLATE STIFFNER-2,CS04-24-000SA] CSR V4 BASE PLATE,AISI 1020,POWDER COATING,100040.2,2,0.77,3.08,Unit,4
449,CS04-24-004SM,BASE PLATE STIFFNER-3,CS04-24-000SA] CSR V4 BASE PLATE,AISI 1020,POWDER COATING,26248.1,2,0.19,3.04,Unit,16
450,CS04-27-003SM,DC FAN MTG. CLAMP,CS04-27-000SA_R1] CSR V4 JUNCTION BOX,AISI 1020,POWDER COATING,132195.25,2,0.94,3.76,Unit,4
451,CS04-27-004SM,ETHERNET+WAGO CLAMP,CS04-27-000SA_R1] CSR V4 JUNCTION BOX,AISI 1020,POWDER COATING,23351.22,2,0.16,1.28,Unit,8
452,CS04-11-006SM,BLACK BASE PLATE,CS04-11-000SA] CSR V4 SMALL DRAWER,AISI 1020,POWDER COATING,474607.5,2,3.58,171.84,Unit,48
453,CS04-23-001SM_R1,DRAWER KEEPER MTG. CLAMP,"CS04-23-000SA_R2] CSR V4 SMALL CANISTER (4 DRAWERS), CS04-28-000SA_R2] CSR V4 BIG CANISTER (4 DRAWERS)",AISI 1020,POWDER COATING,62355.32,2,0.47,22.56,Unit,48
454,CS04-23-012SM,CSR WIRE ROUTING PLATE,CS04-23-000SA_R2] CSR V4 SMALL CANISTER (4 DRAWERS),AISI 1020,POWDER COATING,198909.72,2,1.54,12.32,Unit,8
455,CS04-23-015SM,TOP FRONT PANEL COVER,CS04-23-000SA_R2] CSR V4 SMALL CANISTER (4 DRAWERS),AISI 1020,POWDER COATING,124465.07,2,0.92,14.72,Unit,16
456,CS04-23-017SM,BOTT. FRONT PANEL COVER,CS04-23-000SA_R2] CSR V4 SMALL CANISTER (4 DRAWERS),AISI 1020,POWDER COATING,115989.07,2,0.86,13.76,Unit,16
457,CS04-28-012SM,CSR WIRE ROUTING PLATE,CS04-28-000SA_R2] CSR V4 BIG CANISTER (4 DRAWERS),AISI 1020,POWDER COATING,280359.63,2,2.17,8.68,Unit,4
458,CS04-28-015SM,TOP FRONT PANEL COVER,CS04-28-000SA_R2] CSR V4 BIG CANISTER (4 DRAWERS),AISI 1020,POWDER COATING,187222.32,2,1.4,11.2,Unit,8
459,CS04-28-018SM,BOTT. FRONT PANEL COVER,CS04-28-000SA_R2] CSR V4 BIG CANISTER (4 DRAWERS),AISI 1020,POWDER COATING,178746.32,2,1.33,10.64,Unit,8
460,SR05-04-02-012,WIRE DUCT-1,"SR05-04-02-000SA_R2] ASRS STRUCTURE SIDE FRAME, SR05-04-03-000SA_R2] ASRS STRUCTURE SIDE FRAME",AISI 1020,BLUE POWDER COAT,63406.84,2,0.48,3.84,Unit,8
461,SR05-04-02-013_R2,WIRE DUCT-2,"SR05-04-02-000SA_R2] ASRS STRUCTURE SIDE FRAME, SR05-04-03-000SA_R2] ASRS STRUCTURE SIDE FRAME",AISI 1020,BLUE POWDER COAT,91116.08,2,0.7,2.8,Unit,4
462,SR05-00-03-007_R2,SENSING MOUNTING PLATE,SR05-06-24-000SA_R1] PUSHER ASSEMBLY,AISI 1020,BLUE POWDER COAT,2014.96,2,0.01,0.08,Unit,8
463,SR05-06-24-004,SENSING PLATE + DRAGCHAIN MTG BRACKET,SR05-06-24-000SA_R1] PUSHER ASSEMBLY,AISI 1020,ZINC COATING,6345.65,2,0.04,0.16,Unit,4
464,SR05-06-21-026,DRAG CHAIN MTG BRACKET,SR05-06-21-000SA_R1] ASRS STATION - 1 (RIGHT),AISI 1020,BLUE POWDER COAT,183425.98,2,1.4,2.8,Unit,2
465,SR05-04-21-028,CONNECTOR CLAMP,SR05-06-21-000SA_R1] ASRS STATION - 1 (RIGHT),AISI 1020,BLUE POWDER COAT,4069.92,2,0.03,0.24,Unit,8
466,SR05-04-21-052_R1,FESTO BOTTOM COVER 2,SR05-06-21-000SA_R1] ASRS STATION - 1 (RIGHT),AISI 1020,BLUE POWDER COAT,358895.77,2,2.81,5.62,Unit,2
467,SR05-04-21-053_R1,FESTO BOTTOM COVER 2,SR05-06-21-000SA_R1] ASRS STATION - 1 (RIGHT),AISI 1020,BLUE POWDER COAT,358895.77,2,2.81,5.62,Unit,2
468,SR05-04-21-055_R1,BOTTOM COVER 1,SR05-06-21-000SA_R1] ASRS STATION - 1 (RIGHT),AISI 1020,BLUE POWDER COAT,239508.95,2,1.86,3.72,Unit,2
469,SR05-04-21-056_R1,BOTTOM COVER 1,SR05-06-21-000SA_R1] ASRS STATION - 1 (RIGHT),AISI 1020,BLUE POWDER COAT,239543.28,2,1.86,3.72,Unit,2
470,SR05-05-21-021_R2,FESTO BOTTOM COVER,SR05-06-21-000SA_R1] ASRS STATION - 1 (RIGHT),AISI 1020,BLUE POWDER COAT,548669.21,2,4.3,8.6,Unit,2
471,SR05-05-21-022_R2,FESTO BOTTOM COVER,SR05-06-21-000SA_R1] ASRS STATION - 1 (RIGHT),AISI 1020,BLUE POWDER COAT,548669.21,2,4.3,8.6,Unit,2
472,CP03-22-04-002,KEEPER CLAMP,SR05-06-14-000SA] ASRS DOOR W/O INDICATION (LEFT),AISI 1020,IVORY POWDER COAT,6007.44,2,0.04,0.08,Unit,2
473,SR05-04-33-001,PUSHER MAIN BODY - A,SR05-06-33-000SA] PUSHER - A (RIGHT),AISI 1020,BLUE POWDER COAT,426178.68,2,3.29,6.58,Unit,2
474,SR05-04-33-011,PUSHER COVER - B,SR05-06-33-000SA] PUSHER - A (RIGHT),AISI 1020,BLUE POWDER COAT,21391.07,2,0.16,0.32,Unit,2
475,SR05-06-11-015,SENSOR CLAMP,SR05-06-33-000SA] PUSHER - A (RIGHT),AISI 1020,ZINC COATING,1579.99,2,0.01,0.02,Unit,2
476,SR05-06-33-008,DRAG CHAIN MTG CLAMP,SR05-06-33-000SA] PUSHER - A (RIGHT),AISI 1020,BLUE POWDER COAT,3247.85,2,0.02,0.04,Unit,2
477,AV01-08-01-007,JB - BASE PLATE,AV01-08-01-000SA] AV STRUCTURE,AISI 1020,BLUE POWDER COAT,478248.9,2,3.74,7.48,Unit,2
478,AV01-06-02-002,POWER CONNECTOR CLAMP,AV01-08-03-000SA] TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,11436.76,2,0.08,0.16,Unit,2
479,AV01-08-03-001,CV TABLE TOP COVER,AV01-08-03-000SA] TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,1002348.42,2,7.84,15.68,Unit,2
480,AV01-08-04-008,KEEPER CLAMP,AV01-08-04-000SA] AV DOOR,AISI 1020,IVORY POWDER COAT,6979.44,2,0.05,0.1,Unit,2
481,US04-23-08-014,TOP COVER,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,122459.74,2,0.92,3.68,Unit,4
482,US04-23-08-024,LED CLAMP,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,21619.71,2,0.16,0.64,Unit,4
483,US04-23-08-023,DUCT COVER,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,68254.92,2,0.52,2.08,Unit,4
484,US04-23-08-025,TOP SUPPORT,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,88035.02,2,0.67,2.68,Unit,4
485,US04-23-08-027,TOP SUPPORT,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,81798.03,2,0.62,2.48,Unit,4
486,US04-23-08-031,GLASS CLAMP,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,7241.72,2,0.05,0.2,Unit,4
487,US04-23-08-032,GLASS CLAMP,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,7241.72,2,0.05,0.2,Unit,4
488,US04-25-08-026,TOP COVER SUPPORT,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,94325.38,2,0.71,2.84,Unit,4
489,US04-25-08-028,TOP COVER SUPPORT,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,94325.38,2,0.71,2.84,Unit,4
490,US04-21-10-034,PCB BASE CLAMP,US04-25-10-000SA_R1] JB,AISI 1020,IVORY POWDER COAT,51616.56,2,0.37,1.48,Unit,4
491,US04-21-10-035,SMPS BASE PLATE,US04-25-10-000SA_R1] JB,AISI 1020,IVORY POWDER COAT,64215.78,2,0.48,1.92,Unit,4
492,US04-21-10-038,SMPS BASE PLATE,US04-25-10-000SA_R1] JB,AISI 1020,IVORY POWDER COAT,47412.24,2,0.36,1.44,Unit,4
493,US04-25-10-032,SWITCH CLAMP,US04-25-10-000SA_R1] JB,AISI 1020,IVORY POWDER COAT,3552.7,2,0.02,0.08,Unit,4
494,US04-25-02-010,KEEPER CLAMP,US04-24-02-000SA] DOOR,AISI 1020,IVORY POWDER COAT,6580.9,2,0.05,0.2,Unit,4
495,US04-24-11-003,FRONT COVER,US04-24-11-000SA] US WIRE DUCT,AISI 1020,IVORY POWDER COAT,119648.01,2,0.91,3.64,Unit,4
496,MB04-07-01-016,Wire routing,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,BLUE POWDER COAT,163958.51,2,1.26,2.52,Unit,2
497,MB04-07-01-017,Wire Routing,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,BLUE POWDER COAT,163934.95,2,1.26,2.52,Unit,2
498,MB04-07-01-043,LED CLAMP,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,BLUE POWDER COAT,42145.61,2,0.32,0.64,Unit,2
499,MB04-07-01-045,WIRE ROUTING,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,BLUE POWDER COAT,65055.3,2,0.5,1,Unit,2
500,MB04-07-01-051,TE CONNECTOR MOUNTING PLATE,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,BLUE POWDER COAT,14103.1,2,0.1,0.2,Unit,2
501,MB04-07-01-061,WAGO CONNECTOR MOUNTING PLATE,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,BLUE POWDER COAT,14308.62,2,0.1,0.2,Unit,2
502,MB04-07-01-008_R1,MB KEEPER MOUNTING CLAMP,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,IVORY POWDER COAT,11887.65,2,0.08,0.16,Unit,2
503,MB04-07-01-085,LAN & POWDER CONNECTOR CLAMP,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,BLUE POWDER COAT,79769.89,2,0.6,1.2,Unit,2
504,MB04-07-11-017,COVER HOLDING BAR,MB04-07-11-000SA_R1] PANEL BOARD,AISI 1020,BLUE POWDER COAT,5031.21,2,0.03,0.48,Unit,16
505,MB04-07-13-001,POWER CONNECTOR PLATE,MB04-07-13-000SA] POWER CONNECTOR ASSEMBLY,AISI 1020,BLUE POWDER COAT,253541,2,1.9,3.8,Unit,2
506,MB04-07-00-014,SERVICE PLATE HOLDER,MB04-07-00-000MA_R1] MAIN JUNCTION BOX,AISI 1020,BLUE POWDER COAT,14677.79,2,0.11,0.88,Unit,8
507,MB04-07-01-035_R1,EMERGENCY CLAMP,MB04-07-00-000MA_R1] MAIN JUNCTION BOX,AISI 1020,BLUE POWDER COAT,20131.84,2,0.15,0.3,Unit,2
508,MB04-07-01-041,SENSOR CLAMP,MB04-07-00-000MA_R1] MAIN JUNCTION BOX,AISI 1020,BLUE POWDER COAT,4819.05,2,0.03,0.06,Unit,2
509,MB04-07-01-060_R1,GLOBAL EMERGENCY COVER,MB04-07-00-000MA_R1] MAIN JUNCTION BOX,AISI 1020,BLUE POWDER COAT,9552.87,2,0.07,0.14,Unit,2
510,MB04-07-02-002,SIDE MOUNTING,MB04-07-00-000MA_R1] MAIN JUNCTION BOX,AISI 1020,BLUE POWDER COAT,6897.73,2,0.05,0.2,Unit,4
511,HS06-04-10-002,SENSOR CLAMP,HS06-04-10-000SA_R1] ROTATING DOCK,AISI 1020,BLUE POWDER COAT,7569.86,2,0.06,0.12,Unit,2
512,HS06-05-05-013,SEALING BED FRONT COVER,HS06-05-05-000SA_R1] HS06-05-05-000SA_R1,AISI 1020,BLUE POWDER COAT,28687.86,2,0.22,0.44,Unit,2
513,HS06-05-05-014,BED SIDE COVER,HS06-05-05-000SA_R1] HS06-05-05-000SA_R1,AISI 1020,BLUE POWDER COAT,44527.86,2,0.34,1.36,Unit,4
514,HS06-04-00-002,HS BED SUPPORT,HS06-04-00-000MA_R2] HEAT SEAL,AISI 1020,RED POWDER COAT,181736.7,2,1.41,2.82,Unit,2
515,HS06-04-00-003,MOTOR COVER,HS06-04-00-000MA_R2] HEAT SEAL,AISI 1020,BLUE POWDER COAT,163448.39,2,1.26,2.52,Unit,2
516,PD01-01-00-035,HEAT SEALING BED CLAMP,HS06-04-00-000MA_R2] HEAT SEAL,AISI 1020,RED POWDER COAT,5217.77,2,0.04,0.16,Unit,4
517,HS06-04-01-014,SENSOR CLAMP,HS06-04-00-000MA_R2] HEAT SEAL,AISI 1020,BLUE POWDER COAT,20702.02,2,0.15,0.3,Unit,2
518,PD01-01-00-041,HEAT SEALING BED CLAMP,HS06-04-00-000MA_R2] HEAT SEAL,AISI 1020,RED POWDER COAT,5833.93,2,0.04,0.16,Unit,4
519,DD01-04-30-008_R4,DOOR SUPPORTING MEMBER 1,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,550768.6,2,4.28,8.56,Unit,2
520,DD01-04-30-009_R4,DOOR SUPPORTING MEMBER 2,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,580027.79,2,4.49,8.98,Unit,2
521,DD01-04-30-071,DOOR SUPPORTING MEMBER 1,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,13201.26,2,0.1,1.2,Unit,12
522,PR05-15-11-012,SENSER CLAMP,PR05-15-11-000SA] TRACK FRAME ASSEMBLY,AISI 1020,BLUE POWDER COAT,23241.78,2,0.2,0.4,Unit,2
523,CL04-03-08-002_R2,TRACK BASE PLATE,"PR05-15-11-000SA] TRACK FRAME ASSEMBLY, US04-25-11-000SA] TRACK ASSEMBLY, PS07-28-11-000SA] TRACK FRAME ASSEMBLY",AISI 1020,BLUE POWDER COAT,658575.7,2,5.11,61.32,Unit,12
524,PR05-16-23-003,RIB FOR PR05-12-21-001_R1,PR05-16-23-000SA] CAMERA ASSEMBLY,AISI 1020,BLUE POWDER COAT,36838.82,2,0.27,0.54,Unit,2
525,PR05-15-03-024,S PART FIXTURE,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,10094.3,2,0.07,0.14,Unit,2
526,PR05-15-03-026,S PART FIXTURE -2,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,14559.35,2,0.1,0.2,Unit,2
527,UL08-07-10-001,BASE PLATE,UL08-07-10-000SA] VACUUM BOX,AISI 1020,BLUE POWDER COAT,447965.82,2,3.49,6.98,Unit,2
528,AV01-08-07-010,2 X USB 3.0 MTG Clamp,AV01-08-07-000SA] CPU BOX,AISI 1020,BLUE POWDER CAOTING,19220.81,2,0.13,0.26,Unit,2
529,US04-22-08-013,TOP COVER,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,655907.67,2,5.11,20.44,Unit,4
530,MB04-07-01-082,POWER SOCKET CLAMP,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,IVORY POWDER COAT,116428.32,2,0.89,1.78,Unit,2
531,MB04-07-01-013_R1,SIDE COVER,MB04-05-17-000SA_R1] SIDE COVER ASSEMBLY,AISI 1020,IVORY POWDER COAT,59699.51,2,0.45,0.9,Unit,2
532,DR02-04-02-045,Front Connector Stiffener,"DR02-04-02-000SA_R3] DRAWER MAIN CASING, DR02-04-06-000SA_R1] DRAWER MAIN CASING, MD01-02-01-000SA_R1] MFD MAIN CASING",AISI 1020,POWDER COATING,2008.23,2,0.01,0.8,Unit,80
533,DR02-04-02-046,Rear Connector Stiffener,"DR02-04-02-000SA_R3] DRAWER MAIN CASING, DR02-04-06-000SA_R1] DRAWER MAIN CASING, MD01-02-01-000SA_R1] MFD MAIN CASING",AISI 1020,POWDER COATING,1004.11,2,0.01,0.8,Unit,80
534,DR02-04-02-004_R5,BOTTOM LEFT SIDE MTG,"DR02-04-02-000SA_R3] DRAWER MAIN CASING, DR02-04-06-000SA_R1] DRAWER MAIN CASING, MD01-02-01-000SA_R1] MFD MAIN CASING",AISI 1020,POWDER COATING,85714.55,2,0.63,50.4,Unit,80
535,DR02-04-02-005_R5,BOTTOM RIGHT SIDE MTG,"DR02-04-02-000SA_R3] DRAWER MAIN CASING, DR02-04-06-000SA_R1] DRAWER MAIN CASING, MD01-02-01-000SA_R1] MFD MAIN CASING",AISI 1020,POWDER COATING,88037.25,2,0.65,52,Unit,80
536,DR02-04-02-038_R3,TOP TAPPING STRIP,"DR02-04-02-000SA_R3] DRAWER MAIN CASING, DR02-04-06-000SA_R1] DRAWER MAIN CASING, MD01-02-01-000SA_R1] MFD MAIN CASING",AISI 1020,POWDER COATING,86989.69,2,0.63,50.4,Unit,80
537,DR02-04-03-045_R3,Drag Chain MTG-1,"DR02-04-03-000SA_R1] CANISTER SLIDE-LEFT, DR02-04-11-000SA_R1] CANISTER SLIDE-LEFT",AISI 1020,Powder Coating,9677.73,2,0.07,4.9,Unit,70
538,DR02-04-03-047,CANISTER PLATE MTG SPACER,"DR02-04-03-000SA_R1] CANISTER SLIDE-LEFT, DR02-04-04-000SA_R1] CANISTER SLIDE-RIGHT, DR02-04-11-000SA_R1] CANISTER SLIDE-LEFT, DR02-04-12-000SA_R1] CANISTER SLIDE-RIGHT",AISI 1020,POWDER COATING,511.02,2,2.79,1562.4,Unit,560
539,DR02-04-03-048,CANISTER PLATE MTG SPACER 2,"DR02-04-03-000SA_R1] CANISTER SLIDE-LEFT, DR02-04-04-000SA_R1] CANISTER SLIDE-RIGHT, DR02-04-11-000SA_R1] CANISTER SLIDE-LEFT, DR02-04-12-000SA_R1] CANISTER SLIDE-RIGHT",AISI 1020,POWDER COATING,361.01,2,1.97,1103.2,Unit,560
540,DR02-04-04-012_R3,Drag Chain MTG-2,"DR02-04-04-000SA_R1] CANISTER SLIDE-RIGHT, DR02-04-12-000SA_R1] CANISTER SLIDE-RIGHT",AISI 1020,POWDER COATING,9824.16,2,0.07,4.9,Unit,70
541,MD01-02-10-003,MFD CANISTER SLIDE BACK WELD R,MD01-02-10-000SA] MFD CANISTER BUCKET RIGHT,AISI 1020,POWDER COATING,13423.49,2,0.09,0.9,Unit,10
542,MD01-02-02-006_R1,MFD CANISTER SPACER-,"MD01-02-10-000SA] MFD CANISTER BUCKET RIGHT, MD01-02-08-000SA] MFD CANISTER BUCKET LEFT",AISI 1020,POWDER COATING,342.01,2,0,0,Unit,100
543,MD01-02-08-003,MFD CANISTER SLIDE BACK WELD L,MD01-02-08-000SA] MFD CANISTER BUCKET LEFT,AISI 1020,POWDER COATING,13357.09,2,0.09,0.9,Unit,10
544,PR05-15-11-014,PR05-15-11-012_RIB,PR05-15-11-000SA] TRACK FRAME ASSEMBLY,AISI 1020,BLUE POWDER COAT,2308.84,2,0.02,0.08,Unit,4
545,PR05-14-23-005,STIFFNER,PR05-16-23-000SA] CAMERA ASSEMBLY,AISI 1020,BLUE POWDER COAT,5074.87,2,0.04,0.08,Unit,2
546,PR05-14-03-025,S PART FIXTURE,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,4465.05,2,0.03,0.12,Unit,4
